activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,118061,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(CN3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.02', 'le': '0.40', 'lle': '3.67', 'sei': '20.76'}",CHEMBL327746,,CHEMBL327746,9.89,True,http://www.openphacts.org/units/Nanomolar,174903,=,1,True,=,,IC50,nM,,0.13,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.13
,119286,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2c(F)cccc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.88', 'le': '0.32', 'lle': '1.27', 'sei': '12.55'}",CHEMBL316337,,CHEMBL316337,7.36,True,http://www.openphacts.org/units/Nanomolar,174910,=,1,True,=,,IC50,nM,,44.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,44.0
,119287,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccccc3Cl)cc(CN3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.93', 'le': '0.41', 'lle': '3.92', 'sei': '21.00'}",CHEMBL97227,,CHEMBL97227,10.00,True,http://www.openphacts.org/units/Nanomolar,174904,=,1,True,=,,IC50,nM,,0.1,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.1
,121688,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccccc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.03', 'le': '0.36', 'lle': '1.84', 'sei': '13.57'}",CHEMBL94377,,CHEMBL94377,7.96,True,http://www.openphacts.org/units/Nanomolar,174925,=,1,True,=,,IC50,nM,,11.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,11.0
,121689,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3F)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.54', 'le': '0.36', 'lle': '2.88', 'sei': '18.03'}",CHEMBL94417,,CHEMBL94417,8.59,True,http://www.openphacts.org/units/Nanomolar,174909,=,1,True,=,,IC50,nM,,2.6,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,2.6
,125509,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccccc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.31', 'le': '0.37', 'lle': '2.20', 'sei': '13.91'}",CHEMBL94495,,CHEMBL94495,8.15,True,http://www.openphacts.org/units/Nanomolar,174939,=,1,True,=,,IC50,nM,,7.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,7.0
,125510,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(-c2ccc(F)cc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.78', 'le': '0.35', 'lle': '3.10', 'sei': '13.85'}",CHEMBL96225,,CHEMBL96225,8.96,True,http://www.openphacts.org/units/Nanomolar,174920,=,1,True,=,,IC50,nM,,1.1,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1.1
,125512,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.93', 'le': '0.37', 'lle': '1.68', 'sei': '26.14'}",CHEMBL96653,,CHEMBL96653,9.30,True,http://www.openphacts.org/units/Nanomolar,174919,=,1,True,=,,IC50,nM,,0.5,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.5
,127010,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.86', 'le': '0.35', 'lle': '0.82', 'sei': '25.92'}",CHEMBL328242,,CHEMBL328242,9.22,True,http://www.openphacts.org/units/Nanomolar,174917,=,1,True,=,,IC50,nM,,0.6,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.6
,128147,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccc(F)cc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.33', 'le': '0.35', 'lle': '1.70', 'sei': '13.57'}",CHEMBL94783,,CHEMBL94783,7.96,True,http://www.openphacts.org/units/Nanomolar,174938,=,1,True,=,,IC50,nM,,11.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,11.0
,129344,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2cccc(C)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '14.72', 'le': '0.30', 'lle': '0.37', 'sei': '11.08'}",CHEMBL328274,,CHEMBL328274,6.50,True,http://www.openphacts.org/units/Nanomolar,174924,=,1,True,=,,IC50,nM,,320.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,320.0
,129345,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3F)cc(C3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.86', 'le': '0.40', 'lle': '2.93', 'sei': '21.86'}",CHEMBL319556,,CHEMBL319556,9.70,True,http://www.openphacts.org/units/Nanomolar,174932,=,1,True,=,,IC50,nM,,0.2,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.2
,130737,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(-c2ccc(F)cc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.66', 'le': '0.34', 'lle': '3.27', 'sei': '13.33'}",CHEMBL327217,,CHEMBL327217,8.62,True,http://www.openphacts.org/units/Nanomolar,174921,=,1,True,=,,IC50,nM,,2.4,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,2.4
,130744,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(CC4CC4)CC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.64', 'le': '0.34', 'lle': '0.90', 'sei': '26.14'}",CHEMBL419134,,CHEMBL419134,9.30,True,http://www.openphacts.org/units/Nanomolar,174915,=,1,True,=,,IC50,nM,,0.5,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.5
,133243,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccc(F)cc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.28', 'le': '0.37', 'lle': '1.65', 'sei': '19.15'}",CHEMBL96091,,CHEMBL96091,7.96,True,http://www.openphacts.org/units/Nanomolar,174935,=,1,True,=,,IC50,nM,,11.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,11.0
,134413,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccccc3Cl)cc(OC3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.29', 'le': '0.40', 'lle': '2.89', 'sei': '18.10'}",CHEMBL94825,,CHEMBL94825,9.70,True,http://www.openphacts.org/units/Nanomolar,174908,=,1,True,=,,IC50,nM,,0.2,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.2
,134420,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(C3CCN(CC4CCC4)CC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.10', 'le': '0.33', 'lle': '0.43', 'sei': '25.92'}",CHEMBL264627,,CHEMBL264627,9.22,True,http://www.openphacts.org/units/Nanomolar,174912,=,1,True,=,,IC50,nM,,0.6,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.6
,135685,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.96', 'le': '0.40', 'lle': '1.54', 'sei': '19.78'}",CHEMBL96632,,CHEMBL96632,8.22,True,http://www.openphacts.org/units/Nanomolar,174934,=,1,True,=,,IC50,nM,,6.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,6.0
,135686,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3F)cc(NC3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.32', 'le': '0.37', 'lle': '2.76', 'sei': '16.35'}",CHEMBL96432,,CHEMBL96432,9.22,True,http://www.openphacts.org/units/Nanomolar,174905,=,1,True,=,,IC50,nM,,0.6,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.6
,138080,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.49', 'le': '0.41', 'lle': '2.54', 'sei': '15.35'}",CHEMBL94556,,CHEMBL94556,9.00,True,http://www.openphacts.org/units/Nanomolar,174943,=,1,True,=,,IC50,nM,,1.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1.0
,138081,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.74', 'le': '0.35', 'lle': '0.91', 'sei': '25.07'}",CHEMBL96345,,CHEMBL96345,8.92,True,http://www.openphacts.org/units/Nanomolar,174918,=,1,True,=,,IC50,nM,,1.2,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1.2
,139333,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2cccc(F)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.95', 'le': '0.32', 'lle': '1.15', 'sei': '12.11'}",CHEMBL94852,,CHEMBL94852,7.10,True,http://www.openphacts.org/units/Nanomolar,174940,=,1,True,=,,IC50,nM,,79.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,79.0
,139334,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '13.90', 'le': '0.28', 'lle': '0.06', 'sei': '11.74'}",CHEMBL94719,,CHEMBL94719,6.89,True,http://www.openphacts.org/units/Nanomolar,174926,=,1,True,=,,IC50,nM,,130.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,130.0
,141558,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccc(F)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.20', 'le': '0.35', 'lle': '1.71', 'sei': '13.06'}",CHEMBL328252,,CHEMBL328252,7.66,True,http://www.openphacts.org/units/Nanomolar,174941,=,1,True,=,,IC50,nM,,22.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,22.0
,141559,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccccc3Cl)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '18.15', 'le': '0.38', 'lle': '2.77', 'sei': '18.60'}",CHEMBL96487,,CHEMBL96487,8.85,True,http://www.openphacts.org/units/Nanomolar,174930,=,1,True,=,,IC50,nM,,1.4,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1.4
,141566,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C1CC1)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '16.62', 'le': '0.34', 'lle': '0.73', 'sei': '26.76'}",CHEMBL318934,,CHEMBL318934,9.52,True,http://www.openphacts.org/units/Nanomolar,174914,=,1,True,=,,IC50,nM,,0.3,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.3
,141573,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3c(c2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.29', 'le': '0.36', 'lle': '0.91', 'sei': '27.26'}",CHEMBL316604,,CHEMBL316604,9.70,True,http://www.openphacts.org/units/Nanomolar,174911,=,1,True,=,,IC50,nM,,0.2,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.2
,142830,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2ccccc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.61', 'le': '0.35', 'lle': '1.71', 'sei': '12.83'}",CHEMBL421194,,CHEMBL421194,7.52,True,http://www.openphacts.org/units/Nanomolar,174944,=,1,True,=,,IC50,nM,,30.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,30.0
,142831,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc(-c2cccc(Cl)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '15.54', 'le': '0.33', 'lle': '0.71', 'sei': '12.23'}",CHEMBL421566,,CHEMBL421566,7.17,True,http://www.openphacts.org/units/Nanomolar,174942,=,1,True,=,,IC50,nM,,67.0,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,67.0
,142832,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2)N1CCNCC1,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '17.11', 'le': '0.35', 'lle': '3.10', 'sei': '13.64'}",CHEMBL94444,,CHEMBL94444,8.82,True,http://www.openphacts.org/units/Nanomolar,174902,=,1,True,=,,IC50,nM,,1.5,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,1.5
,144090,[],CHEMBL734090,Inhibitory activity against mitogen-activated protein kinase p38 alpha,B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NCc2c(-c3ccc(F)cc3Cl)cc(OC3CCNCC3)cc2N1c1c(Cl)cccc1Cl,,,CHEMBL1136271,Bioorg. Med. Chem. Lett.,2003.0,"{'bei': '19.20', 'le': '0.40', 'lle': '3.05', 'sei': '18.66'}",CHEMBL327959,,CHEMBL327959,10.00,True,http://www.openphacts.org/units/Nanomolar,174907,=,1,True,=,,IC50,nM,,0.1,CHEMBL260,Homo sapiens,MAP kinase p38 alpha,9606,,,IC50,nM,UO_0000065,,0.1
